pt1,pt2,eta1,eta2,phi1,phi2,E1,E2
+3.7684105e+01,+3.3971672e+01,-1.2178773e-01,+1.3148170e+00,-1.6293635e+00,+1.4444529e+00,+3.7964066e+01,+6.7817609e+01
+5.6170004e+01,+5.2550168e+01,-1.2974194e+00,-1.2999948e+00,+2.9208658e+00,-2.5270233e-01,+1.1046045e+02,+1.0357141e+02
+3.6023676e+01,+3.3162879e+01,-7.4704938e-02,-1.5014125e+00,-3.9795905e-01,+2.6181581e+00,+3.6124398e+01,+7.8112562e+01
+4.3072688e+01,+4.0452676e+01,-1.5760412e+00,-8.6127877e-01,+8.0574262e-01,-2.3784943e+00,+1.0859844e+02,+5.6407328e+01
+4.5595789e+01,+4.3421855e+01,+6.4694679e-01,+3.1538284e-01,-2.0567820e+00,+1.1547836e+00,+5.5475105e+01,+4.5599320e+01
+4.5108023e+01,+4.3003902e+01,+2.0654631e+00,+2.3081434e+00,+2.1375461e+00,-8.8527554e-01,+1.8078641e+02,+2.1835625e+02
+5.7053871e+01,+5.4870699e+01,-4.3007150e-01,-2.5686017e-01,+5.4812455e-01,+6.5262926e-01,+6.2412176e+01,+5.6690879e+01
+5.1713273e+01,+2.2227771e+01,+2.2212083e+00,+1.7215595e-01,+5.8610195e-01,-4.9936646e-01,+2.4116334e+02,+2.2558223e+01
+6.0464230e+01,+3.1362629e+01,+1.9546587e+00,+1.4742292e+00,+2.7279043e+00,+1.5675506e-01,+2.1776562e+02,+7.2081172e+01
+3.1979654e+01,+3.1328688e+01,+1.6217769e+00,+1.1442145e+00,-2.7326229e+00,-3.3551991e-01,+8.4100555e+01,+5.4174422e+01
+3.3905277e+01,+2.4150250e+01,-1.0848070e+00,+9.4336712e-01,+1.1806773e+00,-1.5711014e+00,+5.5890066e+01,+3.5717379e+01
+3.6005988e+01,+2.9649871e+01,+1.6350900e+00,-1.3168709e-01,-1.9640253e-01,-3.1091993e+00,+9.5863320e+01,+2.9907330e+01
+6.0082945e+01,+3.3984535e+01,+8.9309841e-01,+1.0124428e+00,-1.3954027e+00,+1.5172137e+00,+8.5680437e+01,+5.2941902e+01
+4.4756805e+01,+4.3046281e+01,-1.2602022e-01,-4.3142644e-01,-2.0602770e+00,+1.0688487e+00,+4.5112668e+01,+4.7114883e+01
+5.5345879e+01,+1.9645287e+01,+1.1195869e+00,-5.9092528e-01,-1.5455228e+00,+6.7386258e-01,+9.3811352e+01,+2.3176262e+01
+3.9195469e+01,+3.3744016e+01,-6.7613339e-01,-2.2709975e+00,+3.0512788e+00,-5.5082478e-02,+4.8501254e+01,+1.6521527e+02
+4.8913801e+01,+3.9719293e+01,-1.8586298e+00,-1.4829031e+00,-2.7907622e+00,+2.3952441e-01,+1.6070209e+02,+9.2003750e+01
+5.8741027e+01,+7.4124536e+00,+1.4265476e-01,-9.3894684e-01,+1.1262718e+00,+7.3008323e-01,+5.9339742e+01,+1.0927166e+01
+6.3161875e+01,+4.9145152e+01,-8.1302249e-01,-1.5205979e+00,-1.9911866e+00,-3.9221513e-01,+8.5212641e+01,+1.1778970e+02
+4.4878754e+01,+4.3681473e+01,-9.4737226e-01,-6.7781138e-01,-8.0921030e-01,+2.2812130e+00,+6.6570508e+01,+5.4105824e+01
+3.5647738e+01,+3.0893234e+01,+1.5753021e+00,-4.1913897e-02,-1.7598307e+00,+1.3520136e+00,+8.9817086e+01,+3.0920375e+01
+3.6915695e+01,+2.6175459e+01,-2.0543430e+00,+7.3747836e-02,+1.1388744e+00,+3.1118367e+00,+1.4636869e+02,+2.6246885e+01
+6.5578273e+01,+3.2380650e+01,-1.3155639e+00,-1.6627266e+00,-1.8661084e+00,+1.4483559e+00,+1.3099838e+02,+8.8452539e+01
+3.3847742e+01,+3.1907766e+01,+6.0464615e-01,+2.2193668e+00,+2.1928475e+00,-9.7635901e-01,+4.0226016e+01,+1.4853356e+02
+4.3344730e+01,+3.3338395e+01,-3.2674882e-01,+7.8308034e-01,-2.3515162e+00,+1.1583744e+00,+4.5679234e+01,+4.4093336e+01
+6.3098305e+01,+3.9142883e+01,+2.1965959e+00,+2.1101937e+00,+3.6916780e-01,-1.8531820e+00,+2.8727159e+02,+1.6383359e+02
+7.0619133e+01,+3.5511848e+01,-1.3480723e+00,-1.5523541e+00,-9.2663461e-01,+1.5650395e+00,+1.4511303e+02,+8.7613469e+01
+3.3961113e+01,+3.3271914e+01,+5.6070691e-01,+2.3865991e+00,-1.7924284e+00,+1.2567877e+00,+3.9441152e+01,+1.8246958e+02
+5.5487891e+01,+3.6595004e+01,+2.1327040e+00,+2.3775787e+00,-2.5993931e+00,+6.0448480e-01,+2.3738188e+02,+1.9892220e+02
+4.8346414e+01,+4.0497383e+01,-1.2845945e-01,+1.0272517e-01,+1.0523288e+00,-2.1865406e+00,+4.8745863e+01,+4.0711246e+01
+2.9367314e+01,+1.2038514e+01,-1.2789382e+00,-1.5030103e+00,-1.0247951e+00,+1.6842567e+00,+5.6842719e+01,+2.8397004e+01
+2.6421531e+01,+2.3432604e+01,-1.9655293e+00,+3.0833083e-01,-2.8786139e+00,+2.9974926e-01,+9.6158211e+01,+2.4555527e+01
+3.0277887e+01,+2.3519336e+01,-1.8057715e+00,-4.1846535e-01,-2.8282957e+00,-7.8751624e-01,+9.4603492e+01,+2.5608836e+01
+4.5974250e+01,+2.0848100e+01,+1.1157615e-01,-4.9638954e-01,-1.9104637e+00,-2.3539896e+00,+4.6260719e+01,+2.3469787e+01
+4.5809578e+01,+4.4661750e+01,+2.2905852e-01,-4.4069044e-02,-1.9016980e+00,+1.6832253e+00,+4.7016605e+01,+4.4705125e+01
+4.4629176e+01,+4.3978684e+01,+2.6075333e-01,+3.9833817e-01,+2.8395231e+00,-3.7238970e-01,+4.6155012e+01,+4.7514184e+01
+2.6032154e+01,+1.7461150e+01,+2.2117865e+00,-5.1504636e-01,-2.5726011e+00,+9.1646469e-01,+1.2028835e+02,+1.9828787e+01
+4.1852707e+01,+3.7887645e+01,+1.5510473e+00,+5.2211446e-01,+2.3134868e+00,-8.7207788e-01,+1.0313419e+02,+4.3170313e+01
+4.0835777e+01,+2.5312807e+01,-1.9556130e+00,-1.4425041e-01,+2.0991797e+00,-1.6176857e-01,+1.4720744e+02,+2.5576621e+01
+6.7038055e+01,+3.1719857e+01,-2.5570361e-02,+1.2168998e+00,+1.6929915e+00,-2.5889859e-01,+6.7060055e+01,+5.8251230e+01
+5.5535473e+01,+4.3054965e+01,+5.7851386e-01,+1.1224082e+00,+2.5937682e-01,-2.6657472e+00,+6.5090828e+01,+7.3144758e+01
+3.4065805e+01,+3.2278414e+01,-7.2244895e-01,+8.5230607e-01,+3.0036063e+00,-3.7243000e-01,+4.3349285e+01,+4.4729473e+01
+5.6646965e+01,+5.1691855e+01,+1.5398601e+00,+1.6659861e+00,-9.9860799e-01,-3.0259531e+00,+1.3817188e+02,+1.4163294e+02
+2.9535111e+01,+2.4884914e+01,-1.6312306e+00,-3.8006790e-02,+1.6089489e+00,+1.2040581e+00,+7.8354477e+01,+2.4903113e+01
+2.8266566e+01,+1.5058792e+01,-9.9327672e-01,-4.5299929e-01,+9.7432715e-01,-3.0658340e+00,+4.3395234e+01,+1.6630826e+01
+3.0321896e+01,+1.0946480e+01,+2.0085106e+00,-3.9260191e-01,+2.2128084e+00,+1.5628041e+00,+1.1501704e+02,+1.1800997e+01
+6.7981266e+01,+4.0336906e+01,+5.9252375e-01,+1.2428164e+00,-9.3888855e-01,+8.2676947e-01,+8.0268172e+01,+7.5711039e+01
+4.1411930e+01,+3.8866820e+01,-1.4808954e-01,+9.6935803e-01,-6.7130947e-01,+2.5335166e+00,+4.1866984e+01,+5.8603059e+01
+3.5036145e+01,+3.2592238e+01,-1.9998037e+00,-4.6089852e-01,-4.8135301e-01,+2.3893919e+00,+1.3178792e+02,+3.6115852e+01
+4.0702707e+01,+3.2799059e+01,+3.4336889e-01,+1.5795097e+00,+2.6445870e+00,-5.3934872e-01,+4.3125973e+01,+8.2959586e+01
+4.8463813e+01,+4.3286285e+01,-1.0300058e+00,-1.2809030e+00,-7.1140343e-01,+2.4734507e+00,+7.6526469e+01,+8.3925078e+01
+4.4732289e+01,+4.2796535e+01,+1.7807047e+00,+2.2071354e+00,+2.7627461e+00,-2.4061897e-01,+1.3649070e+02,+1.9685673e+02
+1.1114806e+02,+2.7815531e+01,+7.0208532e-01,+5.8983725e-01,-1.1643599e+00,+7.8887606e-01,+1.3968577e+02,+3.2796242e+01
+2.9352850e+01,+2.6423426e+01,-1.5225980e+00,-4.0571794e-01,-6.3995200e-01,-3.0624015e+00,+7.0480141e+01,+2.8628357e+01
+4.6553141e+01,+3.3253898e+01,-1.9613986e+00,-1.0805895e+00,+1.1808267e+00,-2.2125826e+00,+1.6875338e+02,+5.4633020e+01
+8.0792781e+01,+1.1357385e+01,-8.3188766e-01,+7.3670536e-01,+4.3205133e-01,-1.8389592e+00,+1.1039849e+02,+1.4581731e+01
+5.7475676e+01,+4.1533773e+01,-1.6175163e+00,-2.0713995e+00,+2.7514229e+00,-1.9940853e-01,+1.5055598e+02,+1.6742120e+02
+4.2702840e+01,+2.4528453e+01,+2.2241695e+00,+3.3519775e-01,+2.7211492e+00,+7.5575747e-02,+1.9972031e+02,+2.5919598e+01
+3.3204418e+01,+9.0821885e+00,-2.0697787e+00,-1.0032682e+00,+2.0668802e+00,+2.2978864e+00,+1.3363587e+02,+1.4049508e+01
+4.3155582e+01,+4.1764313e+01,+1.6555370e+00,+7.8128839e-01,+1.1087638e+00,-2.2009025e+00,+1.1710014e+02,+5.5172855e+01
+4.3618809e+01,+3.8697297e+01,+1.8374351e+00,+1.0926692e+00,+1.2169949e+00,-1.8568052e+00,+1.4044463e+02,+6.4190078e+01
+3.3758293e+01,+2.3610266e+01,+5.6083929e-02,+1.2802209e+00,+6.4361876e-01,-1.7432641e+00,+3.3811563e+01,+4.5749852e+01
+5.3972336e+01,+3.1822184e+01,+2.9791412e-01,+1.3066692e+00,-2.2662566e+00,+1.9085719e-01,+5.6385203e+01,+6.3080641e+01
+3.6768164e+01,+3.6609551e+01,+1.0946493e+00,+2.3777905e+00,-1.8479714e+00,+1.2201513e+00,+6.1086473e+01,+1.9904266e+02
+4.2600023e+01,+4.0402410e+01,-2.3440671e+00,-1.5962005e+00,-2.9912713e+00,+3.3914451e-02,+2.2406509e+02,+1.0377191e+02
+1.4866381e+02,+2.6460148e+01,-7.6743290e-02,+1.8473796e+00,+2.2965364e+00,+4.5297605e-01,+1.4910184e+02,+8.6006469e+01
+5.0935273e+01,+8.6133887e+00,-2.1302793e+00,+7.1363050e-01,-2.1425285e+00,+2.4213815e+00,+2.1739233e+02,+1.0901839e+01
+3.7071691e+01,+3.1461666e+01,+8.3280069e-01,-8.7771523e-01,+9.6153599e-01,-1.8896698e+00,+5.0687758e+01,+4.4378715e+01
+5.0921484e+01,+4.4106645e+01,-2.2174749e+00,-2.2693949e+00,-2.7498446e+00,+6.1126345e-01,+2.3660656e+02,+2.1561359e+02
+4.7787273e+01,+3.5184504e+01,+1.6843530e+00,+2.3667884e+00,+2.3766119e+00,-8.6371076e-01,+1.3319578e+02,+1.8923766e+02
+3.2337664e+01,+1.0587304e+01,+6.1444998e-01,-3.2875842e-01,+1.0191418e+00,-1.2142017e+00,+3.8636828e+01,+1.1164625e+01
+3.7574969e+01,+2.6893367e+01,-1.5295452e+00,-3.2239282e-01,+2.0801675e+00,-1.0580437e+00,+9.0794484e+01,+2.8303125e+01
+4.5517191e+01,+4.4779555e+01,+2.9791787e-01,+4.4093406e-01,+2.0454578e+00,-9.9854648e-01,+4.7552234e+01,+4.9203738e+01
+4.2467418e+01,+3.6490309e+01,-1.6497279e+00,-5.6926012e-01,-2.8247125e+00,+7.8093034e-01,+1.1461251e+02,+4.2564312e+01
+3.7947547e+01,+3.2891750e+01,+6.1571288e-01,-8.4223723e-01,+2.3277066e+00,-9.0071571e-01,+4.5370805e+01,+4.5264117e+01
+6.1093664e+01,+2.9219861e+01,-7.1879703e-01,-9.3301678e-01,-1.5807652e+00,+1.9117322e+00,+7.7567617e+01,+4.2887918e+01
+5.6273660e+01,+4.0314410e+01,-9.1264254e-01,-8.9169747e-01,-2.1910477e+00,+2.2182058e-01,+8.1381859e+01,+5.7432531e+01
+3.6687180e+01,+3.1012385e+01,-2.0158246e+00,-4.4963747e-01,-2.8138514e+00,+3.5195565e-01,+1.4014733e+02,+3.4200504e+01
+3.4868770e+01,+8.9803359e+00,-1.1770114e+00,+1.3223753e+00,-2.0300200e+00,+2.0188890e+00,+6.1941945e+01,+1.8045510e+01
+4.7607734e+01,+4.2675352e+01,+5.9112555e-01,-8.7205030e-02,-2.8614290e+00,+9.2724895e-01,+5.6170551e+01,+4.2837723e+01
+1.4861264e+02,+6.2555891e+01,-2.3573036e+00,+5.7231963e-02,-2.4751196e+00,-1.6057165e+00,+7.9189050e+02,+6.2658457e+01
+2.9583713e+01,+1.4017640e+01,+1.8347268e+00,-1.0129991e+00,+2.8978103e-01,+2.9445345e+00,+9.5009336e+01,+2.1846578e+01
+9.6386203e+01,+7.5259946e+00,-2.2654223e+00,+2.3401330e-01,-1.9982671e+00,-3.1849653e-01,+4.6935163e+02,+7.7330068e+00
+4.8726191e+01,+2.4303268e+01,-1.9674762e-01,+1.2426070e+00,+6.6515970e-01,-3.0031002e+00,+4.9672324e+01,+4.5608301e+01
+4.8294746e+01,+3.5762652e+01,-1.0831077e-01,-9.9339134e-01,-3.0941341e+00,+8.5231639e-02,+4.8578418e+01,+5.4908211e+01
+4.0941328e+01,+3.6200418e+01,-6.3312238e-01,+6.1618000e-01,+1.2476654e+00,-1.9407903e+00,+4.9424652e+01,+4.3292871e+01
+3.9143332e+01,+3.2049225e+01,+6.9829479e-02,-4.8810950e-01,+2.1971211e+00,-8.5323280e-01,+3.9238949e+01,+3.5943664e+01
+1.2250031e+02,+9.0086258e+01,-8.4665197e-01,-1.0893012e+00,-2.7880063e+00,+9.7550893e-01,+1.6909178e+02,+1.4903189e+02
+6.8330766e+01,+6.5262668e+01,+1.2970011e-01,+1.2862080e+00,-1.9560316e+00,-1.9445530e+00,+6.8906391e+01,+1.2711063e+02
+6.4944426e+01,+2.9008891e+01,-6.3731539e-01,-1.6843576e+00,-9.8550797e-01,+2.4265544e+00,+7.8586203e+01,+8.0855781e+01
+4.4363113e+01,+3.9581332e+01,+1.3806216e+00,+4.2797127e-01,+2.8871982e+00,+1.5064840e-01,+9.3801320e+01,+4.3261973e+01
+5.1827059e+01,+3.6463176e+01,+1.0656829e+00,+7.1881902e-01,+7.5638938e-01,-2.1480198e+00,+8.4149344e+01,+4.6296125e+01
+7.0621797e+01,+2.6342859e+01,+2.7711180e-01,+1.8153434e+00,+2.1419749e+00,-2.7629242e+00,+7.3350750e+01,+8.3058602e+01
+3.7175938e+01,+3.3695637e+01,+7.8662848e-01,+1.8524626e+00,+1.1374080e+00,-2.0935473e+00,+4.9283355e+01,+1.1005587e+02
+4.0843480e+01,+3.3448676e+01,+1.0014619e+00,+2.2152596e+00,-2.4103954e+00,+8.6854005e-01,+6.3095020e+01,+1.5508333e+02
+2.9467113e+01,+1.8905510e+01,-3.4767216e-01,+2.0624530e+00,-2.0602548e+00,+1.2448788e+00,+3.1266057e+01,+7.5550023e+01
+4.7596031e+01,+3.9455449e+01,-1.5919491e+00,-2.2338479e+00,+4.6921027e-01,-2.3799899e+00,+1.2177075e+02,+1.8628566e+02
+3.4478410e+01,+1.5535031e+01,+1.6175473e+00,-9.9620998e-01,-2.3979425e+00,+9.9543077e-01,+9.0317859e+01,+2.3902785e+01
+5.1449645e+01,+4.7118410e+01,+1.4686040e+00,+1.2502375e+00,+1.7403052e+00,-1.3556309e+00,+1.1765032e+02,+8.8997523e+01
+4.8985516e+01,+4.5940273e+01,-2.6159263e-01,-8.0598521e-01,-3.1306605e+00,+9.5349438e-02,+5.0671262e+01,+6.1687516e+01
+3.2680305e+01,+2.8588139e+01,-4.8453259e-01,+1.8456537e+00,+1.1248759e+00,-2.0308774e+00,+3.6592309e+01,+9.2770852e+01
+6.0721582e+01,+4.6587711e+01,-6.6876012e-01,-3.7026894e-01,-1.6489466e+00,+1.6841272e+00,+7.4813820e+01,+4.9817930e+01
+6.6578672e+01,+3.3199879e+01,+1.5556487e+00,+1.6437423e+00,-1.6529940e+00,+9.2090130e-01,+1.6475597e+02,+8.9104383e+01
+7.7686984e+01,+3.1007719e+01,+1.8003733e+00,+2.7926001e-01,+1.8765172e+00,+2.9455752e+00,+2.4149559e+02,+3.2224855e+01
+5.8590441e+01,+3.9237105e+01,-2.2757059e-01,+4.6237925e-01,+8.2780445e-01,-1.3851843e+00,+6.0114246e+01,+4.3506836e+01
+7.7159039e+01,+6.8892367e+01,-1.6757916e+00,-6.6140097e-01,-5.9597611e-01,+2.6693580e+00,+2.1335181e+02,+8.4518281e+01
+4.7031266e+01,+4.6896984e+01,+4.5846257e-01,+4.1574183e-01,-2.5694060e+00,-5.1984906e-02,+5.2061152e+01,+5.1008562e+01
+6.4843605e+01,+3.5819672e+01,-1.2869948e+00,-1.2268465e+00,+2.5250371e+00,-4.5986500e-01,+1.2637974e+02,+6.6332266e+01
+4.7061992e+01,+4.1813855e+01,+8.1600428e-02,+5.2913231e-01,-3.5206532e-01,+2.8320174e+00,+4.7218883e+01,+4.7805367e+01
+5.1324895e+01,+4.7318723e+01,+6.1893898e-01,+1.2158406e+00,-2.6312733e+00,-4.4425088e-01,+6.1473770e+01,+8.6820195e+01
+4.9255859e+01,+4.5478617e+01,-1.5348842e+00,-1.2791482e+00,-3.8430715e-01,+2.8004308e+00,+1.1959989e+02,+8.8043297e+01
+5.4409777e+01,+3.7263375e+01,-7.4345996e-03,-5.3299075e-01,-2.6997139e+00,+5.0508231e-01,+5.4411281e+01,+4.2682742e+01
+3.1715438e+01,+8.6007969e+00,-2.2433007e+00,-2.4463084e+00,-1.3944043e+00,-2.3779597e+00,+1.5113191e+02,+5.0023348e+01
+4.6797148e+01,+4.1323133e+01,-4.0247965e-01,-8.7388194e-01,+5.9293717e-01,-2.6148896e+00,+5.0639035e+01,+5.8131891e+01
+4.2605809e+01,+4.1083227e+01,-1.9195030e+00,-1.2766511e+00,-2.1707733e+00,+9.5685136e-01,+1.4835873e+02,+7.9364273e+01
+1.4102583e+02,+7.1849500e+01,+1.2686864e+00,+2.1168840e+00,-7.4388665e-01,-6.4184135e-01,+2.7058478e+02,+3.0268847e+02
+3.1368254e+01,+7.2816084e+00,-1.3124101e+00,-1.3902136e+00,-6.3358772e-01,+7.2269577e-01,+6.2490156e+01,+1.5527406e+01
+5.9377434e+01,+2.8301197e+01,+7.4364614e-01,-1.1054956e+00,+1.6852145e+00,+2.1944218e+00,+7.6566352e+01,+4.7429641e+01
+3.6605871e+01,+3.0000604e+01,+1.3046049e+00,+1.1373615e-01,-2.7417400e+00,+6.1504531e-01,+7.2434086e+01,+3.0194855e+01
+4.6404812e+01,+3.9464465e+01,-1.5640040e-01,-1.5181859e-01,-6.8831009e-01,+2.6311448e+00,+4.6973527e+01,+3.9920145e+01
+5.3186758e+01,+4.1729715e+01,-5.6156212e-01,+1.9847697e-01,-2.8831749e+00,+1.3649461e-01,+6.1795750e+01,+4.2554348e+01
+2.7389883e+01,+2.0914199e+01,-1.7077297e+00,+8.2542318e-01,+1.0639720e+00,-1.7598009e+00,+7.8029742e+01,+2.8452879e+01
+6.1254531e+01,+3.3521887e+01,-1.2279358e+00,-7.0982188e-01,-1.0213637e+00,+1.6876447e+00,+1.1353751e+02,+4.2327562e+01
+4.4708555e+01,+4.0445137e+01,+1.0566070e+00,+1.2717748e+00,-1.9351535e+00,+1.4177427e+00,+7.2075352e+01,+7.7806633e+01
+5.5998016e+01,+3.0086457e+01,+1.2104310e+00,+8.2618076e-01,-5.0763160e-01,+2.3544250e+00,+1.0228035e+02,+4.0952098e+01
+5.8541098e+01,+2.9599846e+01,+1.1303440e+00,+2.3130658e+00,-1.8428949e-01,-2.1905558e+00,+1.0009485e+02,+1.5102308e+02
+4.5828090e+01,+4.3638785e+01,+2.3399622e+00,+1.7937900e+00,-1.2587137e+00,+2.2617950e+00,+2.4007450e+02,+1.3481169e+02
+5.0068227e+01,+3.8490988e+01,+8.9609897e-01,+5.4729033e-01,+5.7453614e-01,-2.4038110e+00,+7.1552219e+01,+4.4400984e+01
+1.0029545e+02,+6.7063406e+01,+1.0081489e+00,+6.7999922e-02,+2.2011290e+00,+4.5500317e-01,+1.5572964e+02,+6.7218516e+01
+5.9425941e+01,+2.3748561e+01,+1.0478539e+00,-4.9737585e-01,+5.8554685e-01,-1.5339459e+00,+9.5147305e+01,+2.6747111e+01
+6.0832816e+01,+3.5841781e+01,+7.0169705e-01,+1.1185397e+00,+1.7189370e+00,-1.3507415e+00,+7.6433891e+01,+6.0700539e+01
+3.5696961e+01,+3.4229238e+01,+1.8675441e-01,-1.2461014e+00,+2.1144192e+00,-9.9067533e-01,+3.6321430e+01,+6.4426117e+01
+4.8596418e+01,+3.1679346e+01,+6.9044298e-01,+1.5215386e+00,-3.0496733e+00,-6.2472396e-02,+6.0647184e+01,+7.5993062e+01
+7.0875070e+01,+5.6762066e+01,-4.3488842e-01,+3.6093852e-01,-2.3605950e+00,+9.4160223e-01,+7.7683672e+01,+6.0499859e+01
+3.1643514e+01,+7.3716768e+00,+2.1156483e+00,+1.2651991e+00,-1.6506113e+00,-1.7296296e-01,+1.3314825e+02,+1.4102345e+01
+7.9244734e+01,+2.6628861e+01,-9.4454592e-01,-6.3253939e-01,-8.7961715e-01,-4.8151150e-02,+1.1730208e+02,+3.2136053e+01
+3.9809578e+01,+3.8696738e+01,+1.7026112e+00,-6.9241874e-02,-2.4320171e+00,+7.7687913e-01,+1.1286949e+02,+3.8789684e+01
+4.6482969e+01,+9.9248975e+00,-2.4573507e+00,-2.0904779e+00,+2.5555706e+00,-1.4287536e+00,+2.7330834e+02,+4.0753793e+01
+5.0194313e+01,+3.0150990e+01,-1.9298462e+00,-2.9464149e-01,+2.9184492e+00,-7.7575642e-01,+1.7652392e+02,+3.1469422e+01
+4.0992809e+01,+2.0780818e+01,+6.0767835e-01,-1.4404261e+00,+1.5592150e-01,-2.7734311e+00,+4.8797488e+01,+4.6334297e+01
+6.5666562e+01,+2.2917684e+01,+3.5607785e-01,+1.5280852e+00,-4.2060918e-01,+2.3618343e+00,+6.9873711e+01,+5.5303730e+01
+1.2502100e+02,+3.4749133e+01,+1.3525457e+00,+1.5518129e+00,-6.5709442e-02,-1.7348621e+00,+2.5790827e+02,+8.5689328e+01
+4.1382770e+01,+3.8920785e+01,+2.1149526e+00,+1.6671550e+00,+1.1881379e+00,-2.0207226e+00,+1.7401106e+02,+1.0675698e+02
+5.2290977e+01,+3.9258656e+01,-1.3486919e-01,+4.7759041e-02,+1.1039320e+00,-2.2875242e+00,+5.2767277e+01,+3.9303438e+01
+4.4249309e+01,+4.2505234e+01,+6.5841101e-02,+4.5755208e-01,+2.1358249e+00,-8.7625968e-01,+4.4345254e+01,+4.7032719e+01
+4.8872820e+01,+2.6914764e+01,+2.4540050e+00,+1.0843277e+00,+2.4657764e+00,-3.3923414e-01,+2.8641428e+02,+4.4349875e+01
+7.8369164e+01,+3.0849566e+01,+1.5982203e+00,+2.0800622e+00,+1.2209878e+00,-9.8149550e-01,+2.0166273e+02,+1.2540177e+02
+5.0217766e+01,+3.8794898e+01,+1.3862503e+00,+1.6386815e+00,+2.9183354e+00,-4.4694963e-01,+1.0670865e+02,+1.0363312e+02
+5.1590063e+01,+3.5769910e+01,-1.5802869e+00,-1.4955535e+00,-2.9114513e+00,+2.3414940e-01,+1.3058132e+02,+8.3807711e+01
+4.4723156e+01,+4.3977141e+01,-5.5856239e-03,+1.9497766e-01,+5.9888893e-01,-2.6450207e+00,+4.4723855e+01,+4.4815715e+01
+4.0212906e+01,+1.5891971e+01,+2.1349175e+00,-2.7028173e-01,-1.0306180e+00,-3.6652228e-01,+1.7240486e+02,+1.6475984e+01
+4.3580668e+01,+3.6158207e+01,-2.1892407e+00,-2.5343940e-01,-2.2609735e+00,+1.7316250e+00,+1.9699408e+02,+3.7325836e+01
+6.3239547e+01,+3.0912230e+01,-1.7420166e+00,-1.6295924e+00,+2.8203301e+00,-4.5445600e-01,+1.8605113e+02,+8.1883539e+01
+5.4374023e+01,+4.2595992e+01,+5.6004292e-01,+1.0543550e+00,-1.4659756e-01,-2.5022149e+00,+6.3126484e+01,+6.8548547e+01
+6.5794711e+01,+2.3465006e+01,+8.2138526e-01,+2.0215552e+00,-1.0600513e+00,+1.5561284e+00,+8.9265961e+01,+9.0135031e+01
+4.5705406e+01,+4.4895250e+01,+1.1626446e+00,+6.7729032e-01,-1.8026105e+00,+1.6515638e+00,+8.0236797e+01,+5.5592273e+01
+3.5880082e+01,+3.5349191e+01,+1.5715193e+00,-5.3784394e-01,-1.4907931e+00,+1.5877739e+00,+9.0089305e+01,+4.0586613e+01
+3.5207898e+01,+2.4083752e+01,+4.8921511e-01,+1.3057889e+00,-1.4250538e+00,+7.1827877e-01,+3.9505777e+01,+4.7704590e+01
+2.5502123e+01,+1.7484645e+01,+1.7105174e+00,+1.2730789e+00,+2.2870853e+00,+2.1981063e+00,+7.2841727e+01,+3.3673855e+01
+4.4218234e+01,+3.9208793e+01,-9.1760911e-02,+1.5878983e+00,+2.8418200e+00,-2.0883689e+00,+4.4404523e+01,+9.9939445e+01
+3.8345086e+01,+3.2291088e+01,-2.1120040e+00,-1.2380946e+00,-1.5192599e+00,+1.5542890e+00,+1.6077678e+02,+6.0367727e+01
+5.1861910e+01,+4.5932168e+01,+4.1176614e-01,+2.7180189e-01,+1.3937104e-01,-3.0752571e+00,+5.6321012e+01,+4.7639289e+01
+4.0286836e+01,+3.2741686e+01,+1.9742250e-01,-1.2457281e+00,+1.5649773e+00,-1.2501441e+00,+4.1074629e+01,+6.1606777e+01
+2.5852775e+01,+2.0479373e+01,-1.9937412e+00,+6.0279655e-01,-3.0052080e+00,-2.4532484e-01,+9.6678242e+01,+2.4314143e+01
+3.8191672e+01,+3.6963832e+01,-8.6959296e-01,-2.0218925e+00,+2.6438293e+00,-4.8360166e-01,+5.3564996e+01,+1.4203370e+02
+4.9738477e+01,+4.0634391e+01,+2.1486433e+00,+2.1053281e+00,-2.6141174e+00,+1.1788862e-01,+2.1611025e+02,+1.6927481e+02
+4.7802219e+01,+4.0457480e+01,-2.1523151e+00,-1.7643783e+00,-1.8276161e+00,+1.3893000e+00,+2.0844092e+02,+1.2155930e+02
+3.9480828e+01,+3.7662238e+01,-2.3110027e+00,-1.2829183e+00,-2.8121600e+00,+4.9156675e-01,+2.0103033e+02,+7.3147188e+01
+4.8959883e+01,+3.9077363e+01,-2.4522538e+00,-2.2685735e+00,-1.5786408e+00,+1.3880441e+00,+2.8642987e+02,+1.9087464e+02
+3.0559578e+01,+2.9782883e+01,+1.1402376e-01,+1.7788671e+00,-1.0310770e-01,-3.0959272e+00,+3.0758453e+01,+9.0718242e+01
+2.7057146e+01,+1.9347496e+01,-1.9657785e+00,-2.2197130e+00,+3.3465055e-01,-2.9766073e+00,+9.8495047e+01,+9.0094859e+01
+2.5981971e+01,+1.6820250e+01,+4.4950438e-01,+6.0774946e-01,+1.6269697e+00,-1.4806342e+00,+2.8651350e+01,+2.0023408e+01
+4.7133680e+01,+4.5414687e+01,+2.3071382e+00,+2.2801344e+00,+1.4091668e+00,-1.6202043e+00,+2.3908988e+02,+2.2435461e+02
+4.0942309e+01,+3.5580723e+01,-1.9763149e+00,-7.4874288e-01,-8.0086768e-02,+3.0373971e+00,+1.5055884e+02,+4.6029145e+01
